META,,GOOGL,,AMZN,,PYPL,,TXRH,
Date,Close,Date,Close,Date,Close,Date,Close,Date,Close
10/2/2025 16:00:00,727.05,10/3/2025 16:00:00,245.35,10/2/2025 16:00:00,222.41,9/30/2025 16:00:00,67.06,10/3/2025 16:00:00,166.49
10/3/2025 16:00:00,710.56,10/6/2025 16:00:00,250.43,10/3/2025 16:00:00,219.51,10/1/2025 16:00:00,66.66,10/6/2025 16:00:00,167.11
10/6/2025 16:00:00,715.66,10/7/2025 16:00:00,245.76,10/6/2025 16:00:00,220.9,10/2/2025 16:00:00,68.93,10/7/2025 16:00:00,166.56
10/7/2025 16:00:00,713.08,10/8/2025 16:00:00,244.62,10/7/2025 16:00:00,221.78,10/3/2025 16:00:00,69.25,10/8/2025 16:00:00,165.87
10/8/2025 16:00:00,717.84,10/9/2025 16:00:00,241.53,10/8/2025 16:00:00,225.22,10/6/2025 16:00:00,71.29,10/9/2025 16:00:00,167.75
10/9/2025 16:00:00,733.51,10/10/2025 16:00:00,236.57,10/9/2025 16:00:00,227.74,10/7/2025 16:00:00,74.61,10/10/2025 16:00:00,163.33
10/10/2025 16:00:00,705.3,10/13/2025 16:00:00,244.15,10/10/2025 16:00:00,216.37,10/8/2025 16:00:00,76.13,10/13/2025 16:00:00,171.96
10/13/2025 16:00:00,715.7,10/14/2025 16:00:00,245.45,10/13/2025 16:00:00,220.07,10/9/2025 16:00:00,75.75,10/14/2025 16:00:00,169.83
10/14/2025 16:00:00,708.65,10/15/2025 16:00:00,251.03,10/14/2025 16:00:00,216.39,10/10/2025 16:00:00,69.84,10/15/2025 16:00:00,172.53
10/15/2025 16:00:00,717.55,10/16/2025 16:00:00,251.46,10/15/2025 16:00:00,215.57,10/13/2025 16:00:00,68.86,10/16/2025 16:00:00,172.74
10/16/2025 16:00:00,712.07,10/17/2025 16:00:00,253.3,10/16/2025 16:00:00,214.47,10/14/2025 16:00:00,69.15,10/17/2025 16:00:00,177.48
10/17/2025 16:00:00,716.92,10/20/2025 16:00:00,256.55,10/17/2025 16:00:00,213.04,10/15/2025 16:00:00,67.98,10/20/2025 16:00:00,179.07
10/20/2025 16:00:00,732.17,10/21/2025 16:00:00,250.46,10/20/2025 16:00:00,216.48,10/16/2025 16:00:00,66.05,10/21/2025 16:00:00,178.03
10/21/2025 16:00:00,733.27,10/22/2025 16:00:00,251.69,10/21/2025 16:00:00,222.03,10/17/2025 16:00:00,67.41,10/22/2025 16:00:00,178.78
10/22/2025 16:00:00,733.41,10/23/2025 16:00:00,253.08,10/22/2025 16:00:00,217.95,10/20/2025 16:00:00,69.2,10/23/2025 16:00:00,176.39
10/23/2025 16:00:00,734,10/24/2025 16:00:00,259.92,10/23/2025 16:00:00,221.09,10/21/2025 16:00:00,70.05,10/24/2025 16:00:00,175.54
10/24/2025 16:00:00,738.36,10/27/2025 16:00:00,269.27,10/24/2025 16:00:00,224.21,10/22/2025 16:00:00,68.07,10/27/2025 16:00:00,174.31
10/27/2025 16:00:00,750.82,10/28/2025 16:00:00,267.47,10/27/2025 16:00:00,226.97,10/23/2025 16:00:00,69.66,10/28/2025 16:00:00,172.56
10/28/2025 16:00:00,751.44,10/29/2025 16:00:00,274.57,10/28/2025 16:00:00,229.25,10/24/2025 16:00:00,69.77,10/29/2025 16:00:00,170.82
10/29/2025 16:00:00,751.67,10/30/2025 16:00:00,281.48,10/29/2025 16:00:00,230.3,10/27/2025 16:00:00,70.25,10/30/2025 16:00:00,165.42
10/30/2025 16:00:00,666.47,10/31/2025 16:00:00,281.19,10/30/2025 16:00:00,222.86,10/28/2025 16:00:00,73.02,10/31/2025 16:00:00,163.58
10/31/2025 16:00:00,648.35,11/3/2025 16:00:00,283.72,10/31/2025 16:00:00,244.22,10/29/2025 16:00:00,69.68,11/3/2025 16:00:00,161.04
11/3/2025 16:00:00,637.71,11/4/2025 16:00:00,277.54,11/3/2025 16:00:00,254,10/30/2025 16:00:00,67.93,11/4/2025 16:00:00,162.19
11/4/2025 16:00:00,627.32,11/5/2025 16:00:00,284.31,11/4/2025 16:00:00,249.32,10/31/2025 16:00:00,69.27,11/5/2025 16:00:00,165.76
11/5/2025 16:00:00,635.95,11/6/2025 16:00:00,284.75,11/5/2025 16:00:00,250.2,11/3/2025 16:00:00,68.34,11/6/2025 16:00:00,160.73
11/6/2025 16:00:00,618.94,11/7/2025 16:00:00,278.83,11/6/2025 16:00:00,243.04,11/4/2025 16:00:00,66.08,11/7/2025 16:00:00,165.03
11/7/2025 16:00:00,621.71,11/10/2025 16:00:00,290.1,11/7/2025 16:00:00,244.41,11/5/2025 16:00:00,68.06,11/10/2025 16:00:00,161.74
11/10/2025 16:00:00,631.76,11/11/2025 16:00:00,291.31,11/10/2025 16:00:00,248.4,11/6/2025 16:00:00,66.26,11/11/2025 16:00:00,163.98
11/11/2025 16:00:00,627.08,11/12/2025 16:00:00,286.71,11/11/2025 16:00:00,249.1,11/7/2025 16:00:00,66.22,11/12/2025 16:00:00,167.59
11/12/2025 16:00:00,609.01,11/13/2025 16:00:00,278.57,11/12/2025 16:00:00,244.2,11/10/2025 16:00:00,66.25,11/13/2025 16:00:00,168.1
11/13/2025 16:00:00,609.89,11/14/2025 16:00:00,276.41,11/13/2025 16:00:00,237.58,11/11/2025 16:00:00,67.4,11/14/2025 16:00:00,167.35
11/14/2025 16:00:00,609.46,,,11/14/2025 16:00:00,234.69,11/12/2025 16:00:00,67.2,,
,,,,,,11/13/2025 16:00:00,65.33,,
,,,,,,11/14/2025 16:00:00,62.81,,
